"BehaviorSpace results (NetLogo 6.3.0)"
"CA 1D Elementary.nlogo"
"1"
"09/14/2023 13:29:59:199 +0300"
"min-pxcor","max-pxcor","min-pycor","max-pycor"
"-512","512","-250","250"
"[run number]","OII","density","OOI","IOO","background","rule","III","OIO","IOI","OOO","auto-continue?","foreground","IIO","[step]","count patches with [pcolor = green]"
"6","true","10","true","true","0","61","true","true","true","true","false","55","true","69","35907"
"5","true","10","true","true","0","45","true","true","true","true","false","55","true","69","35865"
"3","true","10","true","true","0","26","true","true","true","true","false","55","true","62","665"
"2","true","10","true","true","0","22","true","true","true","true","false","55","true","67","996"
"1","true","10","true","true","0","18","true","true","true","true","false","55","true","51","441"
"4","true","10","true","true","0","30","true","true","true","true","false","55","true","68","2497"
"6","true","10","true","true","0","61","true","true","true","true","false","55","true","70","35912"
"5","true","10","true","true","0","45","true","true","true","true","false","55","true","70","35912"
"2","true","10","true","true","0","22","true","true","true","true","false","55","true","68","1000"
"3","true","10","true","true","0","26","true","true","true","true","false","55","true","63","729"
"6","true","10","true","true","0","61","true","true","true","true","false","55","true","71","36933"
"1","true","10","true","true","0","18","true","true","true","true","false","55","true","52","449"
"4","true","10","true","true","0","30","true","true","true","true","false","55","true","69","2564"
"5","true","10","true","true","0","45","true","true","true","true","false","55","true","71","36887"
"2","true","10","true","true","0","22","true","true","true","true","false","55","true","69","1012"
"3","true","10","true","true","0","26","true","true","true","true","false","55","true","64","731"
"6","true","10","true","true","0","61","true","true","true","true","false","55","true","72","36938"
"4","true","10","true","true","0","30","true","true","true","true","false","55","true","70","2641"
"1","true","10","true","true","0","18","true","true","true","true","false","55","true","53","465"
"5","true","10","true","true","0","45","true","true","true","true","false","55","true","72","36938"
"2","true","10","true","true","0","22","true","true","true","true","false","55","true","70","1020"
"3","true","10","true","true","0","26","true","true","true","true","false","55","true","65","735"
"6","true","10","true","true","0","61","true","true","true","true","false","55","true","73","37959"
"4","true","10","true","true","0","30","true","true","true","true","false","55","true","71","2719"
"5","true","10","true","true","0","45","true","true","true","true","false","55","true","73","37906"
"1","true","10","true","true","0","18","true","true","true","true","false","55","true","54","481"
"2","true","10","true","true","0","22","true","true","true","true","false","55","true","71","1044"
"3","true","10","true","true","0","26","true","true","true","true","false","55","true","66","739"
"6","true","10","true","true","0","61","true","true","true","true","false","55","true","74","37964"
"4","true","10","true","true","0","30","true","true","true","true","false","55","true","72","2792"
"5","true","10","true","true","0","45","true","true","true","true","false","55","true","74","37968"
"2","true","10","true","true","0","22","true","true","true","true","false","55","true","72","1048"
"1","true","10","true","true","0","18","true","true","true","true","false","55","true","55","513"
"6","true","10","true","true","0","61","true","true","true","true","false","55","true","75","38985"
"3","true","10","true","true","0","26","true","true","true","true","false","55","true","67","747"
"4","true","10","true","true","0","30","true","true","true","true","false","55","true","73","2860"
"5","true","10","true","true","0","45","true","true","true","true","false","55","true","75","38932"
"2","true","10","true","true","0","22","true","true","true","true","false","55","true","73","1060"
"6","true","10","true","true","0","61","true","true","true","true","false","55","true","76","38990"
"3","true","10","true","true","0","26","true","true","true","true","false","55","true","68","751"
"1","true","10","true","true","0","18","true","true","true","true","false","55","true","56","521"
"4","true","10","true","true","0","30","true","true","true","true","false","55","true","74","2943"
"5","true","10","true","true","0","45","true","true","true","true","false","55","true","76","38988"
"2","true","10","true","true","0","22","true","true","true","true","false","55","true","74","1068"
"6","true","10","true","true","0","61","true","true","true","true","false","55","true","77","40011"
"3","true","10","true","true","0","26","true","true","true","true","false","55","true","69","759"
"4","true","10","true","true","0","30","true","true","true","true","false","55","true","75","3021"
"5","true","10","true","true","0","45","true","true","true","true","false","55","true","77","39961"
"1","true","10","true","true","0","18","true","true","true","true","false","55","true","57","537"
"2","true","10","true","true","0","22","true","true","true","true","false","55","true","75","1092"
"6","true","10","true","true","0","61","true","true","true","true","false","55","true","78","40016"
"4","true","10","true","true","0","30","true","true","true","true","false","55","true","76","3099"
"3","true","10","true","true","0","26","true","true","true","true","false","55","true","70","767"
"5","true","10","true","true","0","45","true","true","true","true","false","55","true","78","40012"
"1","true","10","true","true","0","18","true","true","true","true","false","55","true","58","553"
"2","true","10","true","true","0","22","true","true","true","true","false","55","true","76","1100"
"6","true","10","true","true","0","61","true","true","true","true","false","55","true","79","41037"
"4","true","10","true","true","0","30","true","true","true","true","false","55","true","77","3186"
"3","true","10","true","true","0","26","true","true","true","true","false","55","true","71","783"
"5","true","10","true","true","0","45","true","true","true","true","false","55","true","79","40972"
"1","true","10","true","true","0","18","true","true","true","true","false","55","true","59","585"
"4","true","10","true","true","0","30","true","true","true","true","false","55","true","78","3266"
"2","true","10","true","true","0","22","true","true","true","true","false","55","true","77","1124"
"6","true","10","true","true","0","61","true","true","true","true","false","55","true","80","41042"
"3","true","10","true","true","0","26","true","true","true","true","false","55","true","72","787"
"5","true","10","true","true","0","45","true","true","true","true","false","55","true","80","41029"
"4","true","10","true","true","0","30","true","true","true","true","false","55","true","79","3352"
"1","true","10","true","true","0","18","true","true","true","true","false","55","true","60","601"
"2","true","10","true","true","0","22","true","true","true","true","false","55","true","78","1140"
"6","true","10","true","true","0","61","true","true","true","true","false","55","true","81","42063"
